evidence_id,request_id,source_id,claim,excerpt,entity,topic,date,confidence,credibility,recency_score,duplicate_flag,contradiction_flag,validation
ev-04172,req-0384,src-01364,Demand is shifting toward premium offerings in Canada,DEMO evidence excerpt: demand is shifting toward premium offerings in canada based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Cisco,product launches,2025-07-02,0.71,67,77,no,no,review
ev-04173,req-0190,src-01128,Regulatory requirements are tightening in Southeast Asia,DEMO evidence excerpt: regulatory requirements are tightening in southeast asia based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Volkswagen,value leakage,2026-06-15,0.85,84,81,no,no,pass
ev-04174,req-0172,src-01867,Technology adoption is expanding in United States,DEMO evidence excerpt: technology adoption is expanding in united states based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Mahindra,partnerships,2024-11-04,0.78,99,90,no,yes,pass
ev-04175,req-0405,src-00912,Working-capital exposure is concentrated in selected segments in United States,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united states based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Toyota,risk & exposure,2026-01-21,0.69,76,93,no,no,pass
ev-04176,req-0364,src-01290,Investment activity increased in Japan,DEMO evidence excerpt: investment activity increased in japan based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Fortinet,customer behavior,2025-05-10,0.83,74,72,no,no,pass
ev-04177,req-0059,src-01478,Demand is shifting toward premium offerings in Europe,DEMO evidence excerpt: demand is shifting toward premium offerings in europe based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,JPMorgan Chase,supply chain,2024-11-05,0.68,60,73,no,no,review
ev-04178,req-0374,src-00110,Market growth is accelerating in Middle East,DEMO evidence excerpt: market growth is accelerating in middle east based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,DHL,working capital,2024-02-25,0.65,66,55,no,no,review
ev-04179,req-0149,src-00780,Competitor announced a new partnership in United Kingdom,DEMO evidence excerpt: competitor announced a new partnership in united kingdom based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Adani Green,risk & exposure,2024-10-04,0.86,86,64,yes,no,pass
ev-04180,req-0319,src-00990,Market growth is accelerating in Japan,DEMO evidence excerpt: market growth is accelerating in japan based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Oracle,operational efficiency,2025-12-27,0.65,67,63,no,no,pass
ev-04181,req-0167,src-00507,Investment activity increased in India,DEMO evidence excerpt: investment activity increased in india based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Amazon,competitor movement,2025-07-30,0.66,73,73,yes,no,review
ev-04182,req-0115,src-01171,Supply constraints remain a monitored risk in United States,DEMO evidence excerpt: supply constraints remain a monitored risk in united states based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Anthropic,technology adoption,2025-10-22,0.8,77,64,no,no,pass
ev-04183,req-0176,src-00556,Supply constraints remain a monitored risk in Southeast Asia,DEMO evidence excerpt: supply constraints remain a monitored risk in southeast asia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,OpenAI,value leakage,2025-07-25,0.82,62,98,no,no,pass
ev-04184,req-0263,src-01826,Regulatory requirements are tightening in Europe,DEMO evidence excerpt: regulatory requirements are tightening in europe based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,UPS,technology adoption,2024-09-18,0.66,86,65,no,no,review
ev-04185,req-0137,src-00266,Regulatory requirements are tightening in Canada,DEMO evidence excerpt: regulatory requirements are tightening in canada based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Abbott,customer behavior,2025-09-07,0.78,81,61,yes,no,pass
ev-04186,req-0343,src-01486,Working-capital exposure is concentrated in selected segments in Middle East,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in middle east based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Google Cloud,operational efficiency,2025-06-18,0.61,65,73,no,no,review
ev-04187,req-0244,src-00691,The evidence indicates a potential value-leakage theme in Southeast Asia,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,IBM,market size,2025-05-01,0.74,80,88,no,yes,pass
ev-04188,req-0017,src-01635,Competitor announced a new partnership in Australia,DEMO evidence excerpt: competitor announced a new partnership in australia based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,UPS,market size,2026-07-02,0.85,64,78,no,no,review
ev-04189,req-0336,src-01579,Supply constraints remain a monitored risk in Global,DEMO evidence excerpt: supply constraints remain a monitored risk in global based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Anthropic,technology adoption,2026-05-24,0.9,65,61,no,no,review
ev-04190,req-0416,src-01769,Operational efficiency is emerging as a value lever in Europe,DEMO evidence excerpt: operational efficiency is emerging as a value lever in europe based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Adyen,competitor movement,2026-07-20,0.8,93,80,no,no,pass
ev-04191,req-0433,src-01907,Competitor announced a new partnership in Southeast Asia,DEMO evidence excerpt: competitor announced a new partnership in southeast asia based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Google,customer behavior,2024-10-22,0.65,63,76,no,no,pass
ev-04192,req-0022,src-01944,Regulatory requirements are tightening in Australia,DEMO evidence excerpt: regulatory requirements are tightening in australia based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,PhonePe,pricing & demand,2025-07-08,0.69,70,74,no,no,pass
ev-04193,req-0275,src-01192,Regulatory requirements are tightening in Middle East,DEMO evidence excerpt: regulatory requirements are tightening in middle east based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Samsung,operational efficiency,2024-04-02,0.82,79,64,yes,yes,pass
ev-04194,req-0096,src-01137,Customer behavior is changing in Middle East,DEMO evidence excerpt: customer behavior is changing in middle east based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Palo Alto Networks,market growth,2026-04-25,0.77,92,71,no,no,pass
ev-04195,req-0479,src-01804,Market growth is accelerating in United Kingdom,DEMO evidence excerpt: market growth is accelerating in united kingdom based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Siemens Healthineers,regulation,2026-03-18,0.94,66,99,yes,no,pass
ev-04196,req-0374,src-00110,Working-capital exposure is concentrated in selected segments in Middle East,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in middle east based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Maersk,market size,2024-02-25,0.65,65,86,no,yes,pass
ev-04197,req-0055,src-00211,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Google Cloud,pricing & demand,2025-08-07,0.9,68,94,yes,no,pass
ev-04198,req-0250,src-01526,Demand is shifting toward premium offerings in Japan,DEMO evidence excerpt: demand is shifting toward premium offerings in japan based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,AMD,technology adoption,2025-08-29,0.61,88,63,no,no,pass
ev-04199,req-0281,src-01624,Supply constraints remain a monitored risk in Middle East,DEMO evidence excerpt: supply constraints remain a monitored risk in middle east based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Microsoft,competitor movement,2026-06-02,0.89,97,58,no,no,pass
ev-04200,req-0086,src-01855,The evidence indicates a potential value-leakage theme in United Kingdom,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in united kingdom based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Siemens Healthineers,working capital,2025-06-13,0.72,78,65,no,yes,pass
ev-04201,req-0497,src-01835,Supply constraints remain a monitored risk in Europe,DEMO evidence excerpt: supply constraints remain a monitored risk in europe based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,HSBC,risk & exposure,2025-08-31,0.71,86,78,yes,yes,review
ev-04202,req-0004,src-01263,Regulatory requirements are tightening in United States,DEMO evidence excerpt: regulatory requirements are tightening in united states based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Microsoft Azure,operational efficiency,2026-08-19,0.98,66,69,no,yes,review
ev-04203,req-0335,src-01331,Competitor announced a new partnership in India,DEMO evidence excerpt: competitor announced a new partnership in india based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Palo Alto Networks,working capital,2024-10-21,0.88,72,67,no,no,pass
ev-04204,req-0176,src-00497,Competitor announced a new partnership in Southeast Asia,DEMO evidence excerpt: competitor announced a new partnership in southeast asia based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Anthropic,market growth,2025-12-04,0.89,75,94,no,no,pass
ev-04205,req-0157,src-00274,Operational efficiency is emerging as a value lever in Canada,DEMO evidence excerpt: operational efficiency is emerging as a value lever in canada based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Shopify,market growth,2024-05-25,0.74,74,79,yes,yes,pass
ev-04206,req-0449,src-01630,Customer behavior is changing in Middle East,DEMO evidence excerpt: customer behavior is changing in middle east based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,BYD,partnerships,2025-01-24,0.71,76,82,no,yes,pass
ev-04207,req-0090,src-01996,Working-capital exposure is concentrated in selected segments in United States,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united states based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Adani Green,regulation,2026-08-22,0.95,91,58,no,no,pass
ev-04208,req-0197,src-00773,Regulatory requirements are tightening in Europe,DEMO evidence excerpt: regulatory requirements are tightening in europe based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Abbott,product launches,2024-12-12,0.64,65,62,no,yes,pass
ev-04209,req-0397,src-00058,Working-capital exposure is concentrated in selected segments in United States,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united states based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,TSMC,partnerships,2024-01-28,0.82,87,91,no,no,pass
ev-04210,req-0115,src-01171,Demand is shifting toward premium offerings in United States,DEMO evidence excerpt: demand is shifting toward premium offerings in united states based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,OpenAI,market size,2025-10-22,0.69,84,73,no,no,review
ev-04211,req-0102,src-01612,Demand is shifting toward premium offerings in Europe,DEMO evidence excerpt: demand is shifting toward premium offerings in europe based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,UPS,product launches,2026-08-11,0.69,65,91,no,yes,pass
ev-04212,req-0194,src-00880,Supply constraints remain a monitored risk in India,DEMO evidence excerpt: supply constraints remain a monitored risk in india based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Microsoft Azure,competitor movement,2024-12-26,0.76,66,59,no,no,review
ev-04213,req-0013,src-00562,Investment activity increased in Global,DEMO evidence excerpt: investment activity increased in global based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Google Cloud,market size,2025-12-03,0.8,93,55,no,no,pass
ev-04214,req-0009,src-00237,Demand is shifting toward premium offerings in Global,DEMO evidence excerpt: demand is shifting toward premium offerings in global based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Vestas,regulation,2025-09-19,0.84,85,61,yes,no,pass
ev-04215,req-0193,src-01032,Competitor announced a new partnership in Australia,DEMO evidence excerpt: competitor announced a new partnership in australia based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Microsoft,technology adoption,2025-08-05,0.59,79,69,no,yes,review
ev-04216,req-0283,src-00544,Market growth is accelerating in Australia,DEMO evidence excerpt: market growth is accelerating in australia based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Hyundai,market size,2024-02-27,0.64,67,72,no,no,review
ev-04217,req-0351,src-00634,Working-capital exposure is concentrated in selected segments in United States,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united states based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Siemens,market size,2026-02-04,0.89,62,94,no,yes,pass
ev-04218,req-0053,src-01070,Regulatory requirements are tightening in India,DEMO evidence excerpt: regulatory requirements are tightening in india based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Philips,technology adoption,2024-12-24,0.73,85,69,no,no,pass
ev-04219,req-0322,src-01720,Customer behavior is changing in Global,DEMO evidence excerpt: customer behavior is changing in global based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,JPMorgan Chase,market growth,2026-02-20,0.94,92,73,no,yes,pass
ev-04220,req-0144,src-01549,Competitor announced a new partnership in India,DEMO evidence excerpt: competitor announced a new partnership in india based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Schneider Electric,market size,2025-10-13,0.79,93,89,yes,no,pass
ev-04221,req-0433,src-01304,Investment activity increased in Southeast Asia,DEMO evidence excerpt: investment activity increased in southeast asia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,OpenAI,risk & exposure,2024-10-19,0.65,82,92,no,no,review
ev-04222,req-0280,src-01640,Demand is shifting toward premium offerings in Middle East,DEMO evidence excerpt: demand is shifting toward premium offerings in middle east based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Stripe,product launches,2025-05-03,0.8,61,59,yes,no,review
ev-04223,req-0172,src-01693,Demand is shifting toward premium offerings in United States,DEMO evidence excerpt: demand is shifting toward premium offerings in united states based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,BYD,competitor movement,2024-04-03,0.92,69,79,yes,no,review
ev-04224,req-0329,src-01449,Technology adoption is expanding in Europe,DEMO evidence excerpt: technology adoption is expanding in europe based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Medtronic,working capital,2025-12-10,0.63,93,73,yes,no,review
ev-04225,req-0040,src-01483,Customer behavior is changing in Japan,DEMO evidence excerpt: customer behavior is changing in japan based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Shopify,working capital,2025-06-26,0.83,83,60,no,no,pass
ev-04226,req-0036,src-01555,Market growth is accelerating in Japan,DEMO evidence excerpt: market growth is accelerating in japan based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,ICICI Bank,working capital,2024-03-01,0.84,98,95,no,no,pass
ev-04227,req-0346,src-00682,Regulatory requirements are tightening in Australia,DEMO evidence excerpt: regulatory requirements are tightening in australia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,TSMC,competitor movement,2025-02-16,0.68,65,80,no,no,review
ev-04228,req-0432,src-00737,The evidence indicates a potential value-leakage theme in Europe,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in europe based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Razorpay,operational efficiency,2026-04-06,0.76,90,64,no,no,pass
ev-04229,req-0288,src-00075,Demand is shifting toward premium offerings in India,DEMO evidence excerpt: demand is shifting toward premium offerings in india based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Microsoft,risk & exposure,2024-01-13,0.61,91,73,no,yes,pass
ev-04230,req-0433,src-00679,Market growth is accelerating in Southeast Asia,DEMO evidence excerpt: market growth is accelerating in southeast asia based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Meta,investment trends,2024-12-13,0.67,83,80,no,no,review
ev-04231,req-0254,src-01287,Demand is shifting toward premium offerings in Canada,DEMO evidence excerpt: demand is shifting toward premium offerings in canada based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Vodafone Idea,working capital,2025-09-01,0.82,70,94,no,yes,pass
ev-04232,req-0021,src-00194,Customer behavior is changing in Australia,DEMO evidence excerpt: customer behavior is changing in australia based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,AT&T,market growth,2025-05-15,0.8,88,88,no,no,pass
ev-04233,req-0207,src-00187,Technology adoption is expanding in Europe,DEMO evidence excerpt: technology adoption is expanding in europe based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Intel,working capital,2024-07-27,0.8,96,59,no,no,pass
ev-04234,req-0484,src-01098,Pricing pressure is increasing in Global,DEMO evidence excerpt: pricing pressure is increasing in global based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Adyen,operational efficiency,2025-11-11,0.86,86,74,yes,no,pass
ev-04235,req-0209,src-00253,Operational efficiency is emerging as a value lever in Australia,DEMO evidence excerpt: operational efficiency is emerging as a value lever in australia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,PepsiCo,risk & exposure,2025-10-22,0.88,98,66,no,no,pass
ev-04236,req-0145,src-00999,Customer behavior is changing in Australia,DEMO evidence excerpt: customer behavior is changing in australia based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Verizon,supply chain,2025-11-07,0.92,81,69,yes,no,pass
ev-04237,req-0095,src-00899,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,PhonePe,partnerships,2026-08-16,0.78,66,79,no,no,review
ev-04238,req-0447,src-01552,Regulatory requirements are tightening in Australia,DEMO evidence excerpt: regulatory requirements are tightening in australia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Palo Alto Networks,technology adoption,2026-04-05,0.87,87,95,no,no,pass
ev-04239,req-0422,src-01111,Working-capital exposure is concentrated in selected segments in Japan,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in japan based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,HSBC,investment trends,2024-01-28,0.58,71,62,no,no,review
ev-04240,req-0009,src-00638,Investment activity increased in Global,DEMO evidence excerpt: investment activity increased in global based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,ReNew,market growth,2026-05-27,0.61,87,78,yes,no,review
ev-04241,req-0115,src-00632,Market growth is accelerating in United States,DEMO evidence excerpt: market growth is accelerating in united states based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Meta,regulation,2024-12-31,0.6,78,86,no,no,review
ev-04242,req-0248,src-00747,Customer behavior is changing in Global,DEMO evidence excerpt: customer behavior is changing in global based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Maersk,customer behavior,2025-11-04,0.69,69,58,no,no,review
ev-04243,req-0350,src-00231,Technology adoption is expanding in Canada,DEMO evidence excerpt: technology adoption is expanding in canada based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,JPMorgan Chase,partnerships,2025-12-29,0.78,66,66,no,no,review
ev-04244,req-0483,src-01977,The evidence indicates a potential value-leakage theme in Southeast Asia,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in southeast asia based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Toyota,product launches,2024-07-26,0.96,63,85,yes,no,pass
ev-04245,req-0448,src-00751,Technology adoption is expanding in Global,DEMO evidence excerpt: technology adoption is expanding in global based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Adyen,regulation,2026-01-30,0.73,88,66,no,yes,pass
ev-04246,req-0471,src-01029,Technology adoption is expanding in Europe,DEMO evidence excerpt: technology adoption is expanding in europe based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Intel,value leakage,2026-07-20,0.8,62,80,no,yes,review
ev-04247,req-0020,src-00957,Competitor announced a new partnership in Australia,DEMO evidence excerpt: competitor announced a new partnership in australia based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,HSBC,risk & exposure,2025-04-19,0.86,68,63,no,no,review
ev-04248,req-0180,src-01469,Pricing pressure is increasing in Canada,DEMO evidence excerpt: pricing pressure is increasing in canada based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,PayPal,competitor movement,2024-07-22,0.91,92,76,yes,no,pass
ev-04249,req-0476,src-01288,Market growth is accelerating in India,DEMO evidence excerpt: market growth is accelerating in india based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Schneider Electric,technology adoption,2024-09-07,0.94,95,97,no,no,pass
ev-04250,req-0364,src-00379,Pricing pressure is increasing in Japan,DEMO evidence excerpt: pricing pressure is increasing in japan based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Microsoft,market size,2024-12-22,0.95,83,89,no,no,pass
ev-04251,req-0375,src-00981,The evidence indicates a potential value-leakage theme in Global,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in global based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,AMD,partnerships,2026-06-10,0.59,86,91,no,no,review
ev-04252,req-0468,src-00790,Operational efficiency is emerging as a value lever in Southeast Asia,DEMO evidence excerpt: operational efficiency is emerging as a value lever in southeast asia based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Walmart,market growth,2026-02-07,0.85,87,98,no,yes,pass
ev-04253,req-0046,src-00898,Supply constraints remain a monitored risk in United Kingdom,DEMO evidence excerpt: supply constraints remain a monitored risk in united kingdom based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,HSBC,partnerships,2025-09-16,0.94,92,80,no,no,pass
ev-04254,req-0223,src-00125,Operational efficiency is emerging as a value lever in United Kingdom,DEMO evidence excerpt: operational efficiency is emerging as a value lever in united kingdom based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,CrowdStrike,pricing & demand,2024-05-16,0.83,66,77,no,no,pass
ev-04255,req-0184,src-01016,Operational efficiency is emerging as a value lever in Canada,DEMO evidence excerpt: operational efficiency is emerging as a value lever in canada based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Schneider Electric,product launches,2024-10-23,0.76,60,99,no,no,review
ev-04256,req-0065,src-00447,Competitor announced a new partnership in Global,DEMO evidence excerpt: competitor announced a new partnership in global based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,BMW,investment trends,2024-02-14,0.95,77,80,no,no,pass
ev-04257,req-0266,src-00244,Demand is shifting toward premium offerings in Europe,DEMO evidence excerpt: demand is shifting toward premium offerings in europe based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,FedEx,working capital,2024-06-06,0.82,60,79,yes,no,pass
ev-04258,req-0346,src-00682,The evidence indicates a potential value-leakage theme in Australia,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in australia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Samsung,partnerships,2025-02-16,0.9,65,67,yes,yes,review
ev-04259,req-0357,src-00023,The evidence indicates a potential value-leakage theme in Canada,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in canada based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Nestle,working capital,2024-12-16,0.91,90,57,yes,no,pass
ev-04260,req-0352,src-01161,Technology adoption is expanding in Japan,DEMO evidence excerpt: technology adoption is expanding in japan based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Maersk,market growth,2025-05-04,0.84,60,59,no,no,review
ev-04261,req-0314,src-00718,Supply constraints remain a monitored risk in Global,DEMO evidence excerpt: supply constraints remain a monitored risk in global based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Walmart,customer behavior,2024-01-05,0.74,84,95,no,yes,pass
ev-04262,req-0499,src-00704,Operational efficiency is emerging as a value lever in United States,DEMO evidence excerpt: operational efficiency is emerging as a value lever in united states based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Hyundai,technology adoption,2025-10-27,0.93,93,86,no,no,pass
ev-04263,req-0058,src-01951,Customer behavior is changing in Global,DEMO evidence excerpt: customer behavior is changing in global based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Unilever,competitor movement,2025-02-21,0.96,97,68,no,yes,pass
ev-04264,req-0257,src-01034,Investment activity increased in Canada,DEMO evidence excerpt: investment activity increased in canada based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Rockwell Automation,operational efficiency,2024-10-05,0.76,95,63,yes,no,pass
ev-04265,req-0364,src-00379,Market growth is accelerating in Japan,DEMO evidence excerpt: market growth is accelerating in japan based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Fortinet,customer behavior,2024-12-22,0.58,72,55,no,no,pass
ev-04266,req-0140,src-00757,Customer behavior is changing in Australia,DEMO evidence excerpt: customer behavior is changing in australia based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,NTPC,value leakage,2024-11-07,0.87,67,70,no,no,pass
ev-04267,req-0299,src-01676,Regulatory requirements are tightening in Middle East,DEMO evidence excerpt: regulatory requirements are tightening in middle east based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Coca-Cola,regulation,2026-05-30,0.84,81,85,no,no,pass
ev-04268,req-0498,src-00163,Customer behavior is changing in Australia,DEMO evidence excerpt: customer behavior is changing in australia based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,PhonePe,risk & exposure,2026-08-23,0.72,99,77,no,no,pass
ev-04269,req-0194,src-00880,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Oracle,regulation,2024-12-26,0.61,68,95,no,no,review
ev-04270,req-0389,src-01513,Pricing pressure is increasing in Southeast Asia,DEMO evidence excerpt: pricing pressure is increasing in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,AMD,supply chain,2024-08-17,0.89,67,84,no,no,pass
ev-04271,req-0499,src-01781,Investment activity increased in United States,DEMO evidence excerpt: investment activity increased in united states based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Hyundai,supply chain,2024-01-21,0.93,77,84,yes,yes,pass
ev-04272,req-0325,src-01386,Operational efficiency is emerging as a value lever in India,DEMO evidence excerpt: operational efficiency is emerging as a value lever in india based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Cisco,supply chain,2025-05-29,0.8,61,61,no,no,review
ev-04273,req-0256,src-01668,Supply constraints remain a monitored risk in Southeast Asia,DEMO evidence excerpt: supply constraints remain a monitored risk in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,BMW,market size,2024-02-23,0.95,76,93,no,yes,pass
ev-04274,req-0444,src-01481,Investment activity increased in Canada,DEMO evidence excerpt: investment activity increased in canada based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Stripe,supply chain,2026-04-07,0.89,96,59,no,no,pass
ev-04275,req-0155,src-00700,The evidence indicates a potential value-leakage theme in United States,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in united states based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Hyundai,market growth,2025-05-21,0.84,71,90,no,no,pass
ev-04276,req-0039,src-00052,Customer behavior is changing in Europe,DEMO evidence excerpt: customer behavior is changing in europe based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,TSMC,customer behavior,2024-07-12,0.63,66,99,no,no,review
ev-04277,req-0270,src-01595,Demand is shifting toward premium offerings in Southeast Asia,DEMO evidence excerpt: demand is shifting toward premium offerings in southeast asia based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,HDFC Bank,operational efficiency,2026-03-21,0.78,87,57,no,yes,pass
ev-04278,req-0141,src-01776,Investment activity increased in Southeast Asia,DEMO evidence excerpt: investment activity increased in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Nestle,competitor movement,2025-05-09,0.59,98,70,yes,yes,pass
ev-04279,req-0195,src-00775,Technology adoption is expanding in Global,DEMO evidence excerpt: technology adoption is expanding in global based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Google Cloud,technology adoption,2026-01-10,0.64,97,86,no,no,review
ev-04280,req-0412,src-01346,Competitor announced a new partnership in Southeast Asia,DEMO evidence excerpt: competitor announced a new partnership in southeast asia based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Siemens Healthineers,customer behavior,2026-01-19,0.82,65,67,no,no,pass
ev-04281,req-0358,src-01837,The evidence indicates a potential value-leakage theme in United States,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in united states based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Tesla,value leakage,2026-04-26,0.93,94,98,no,no,pass
ev-04282,req-0456,src-00405,Demand is shifting toward premium offerings in India,DEMO evidence excerpt: demand is shifting toward premium offerings in india based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,AWS,market growth,2025-03-02,0.83,97,78,no,no,pass
